id,name,description,type,rarity,cooldown,damage,weapon_texture,modifier_slots,pre_attached_modifier1,pre_attached_modifier2,pre_attached_modifier3,crit_chance,crit_multiplier,crit_status
berserker_axe,狂战士之斧,"一柄吞噬持用者痛苦的鲁莽刽子斧。你越接近死亡，它咬得越深——伤痕化为纯粹的攻击力。",Melee,Rare,0.6,6.0,res://textures/Weapons/sword_01c.png,3,,,
mirror_blade,镜刃,"一柄打磨光滑的刀刃，挥击可弹开来袭的弹丸。",Melee,Uncommon,0.45,4.0,res://textures/Weapons/sword_01c.png,3,,,
whirlwind_blade,旋风刃,"蓄力旋转横扫完整一圈，攻击持用者周围的所有敌人。",Melee,Uncommon,0.55,4.5,res://textures/Weapons/sword_01c.png,3,,,
quake_hammer,震地锤,"一柄巨槌。蓄力重击将震波打入地面，将冲击点周围的一切弹飞。",Melee,Rare,0.85,9.5,res://textures/Weapons/sword_01c.png,3,,,
soul_reaver,噬魂者,"一柄囤积所夺灵魂的诅咒之刃。战斗中每次击杀为锋刃叠加力量，屠戮停息后消退。",Melee,Rare,0.5,5.0,res://textures/Weapons/sword_01c.png,3,,,
heavy_crossbow,重型弩,"发射一枚重型弩箭，力道足以贯穿直线上所有敌人，穿透身体而不减速。",Ranged,Uncommon,1.2,5.0,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_01a.png,3,,,
scatter_blunderbuss,散射火铳,"喷出一片宽阔的霰弹锥形——近距离毁灭性强，远距离几乎无用。",Ranged,Uncommon,1.4,1.5,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_02a.png,3,,,
arc_railgun,电弧轨道炮,"蓄力后释放一发贯穿直线上一切的轨道射击。蓄力越久，咬得越深。",Ranged,Rare,1.6,8.0,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_03a.png,3,,,
flame_lobber,掷焰器,"投掷陶罐，砸碎后在地面形成熔岩池。",Ranged,Uncommon,1.5,3.0,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_01e.png,3,lava_emitter,,
frost_repeater,冰霜连弩,"射速最快的弓，喷吐连绵不绝的霜刺。单发微弱，但落地速度远超一切对手的承受力。",Ranged,Uncommon,0.6,1.8,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_01a.png,3,,,
venom_spitter,毒液喷吐器,"喷吐沉重的毒液团，落地溅裂为持久的腐蚀池，侵蚀任何滞留其中的物体。",Ranged,Uncommon,1.3,2.5,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_02a.png,3,,,
tesla_gun,特斯拉枪,"释放分叉的闪电弹，自动在敌人之间跳跃连锁，穿透拥挤的人群。",Ranged,Rare,1.1,3.0,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_03a.png,3,,,
chakram_launcher,轮刃发射器,"投掷一枚旋转轮刃，飞出后折返持用者身边，途中来回各切一次——一击两伤。",Ranged,Uncommon,1.2,3.5,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_01a.png,3,,,
seeker_launcher,追踪发射器,"释放会弯曲追踪的导弹，绕过掩体追击逃亡之敌，直至命中。",Ranged,Rare,1.5,4.0,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_03a.png,3,,,
hailstorm_bow,冰雹弓,"一次拉弓散为整片箭雨，洒落覆盖广阔地面。",Ranged,Rare,1.4,2.5,res://textures/Assets/Kyrise's 16x16 RPG Icon Pack - V1.2/icons/16x16/bow_03a.png,3,,,
